월,주,일,연중주수,장소,얼룩날개모기류(Anopheles spp.),기타모기류(Culicidae spp.),"기타모기류(이나토미집모기,Cx.ina)","기타모기류(반점날개집모기, Cx.bit.)","기타모기류(동양집모기, Cx.ori.)","기타모기류(빨간집모기, Cx.pip.)","기타모기류(작은빨간집모기, Cx.tri.)","기타모기류(줄다리집모기, Cx.vag)","기타모기류(노랑늪모기, Coq.och)","기타모기류(반점날개늪모기, Man.uni)","기타모기류(흰줄숲모기, Ae.alb.)","기타모기류(금빛숲모기, Ae.vex.)","기타모기류(한국숲모기, Oc.kor.)","기타모기류(토고숲모기, Oc.tog.)","기타모기류(등줄숲모기, Oc.dor.)","기타모기류(큰검정들모기, Ar.sub.)","기타모기류(금빛어깨숲모기, Ae.lin.)"
8,3주,17~23,34주,부평구 부평동,0,26,0,0,2,23,0,0,0,0,0,0,1,0,0,0,0
8,3주,17~23,34주, 서구 연희동,0,8,0,0,0,3,0,0,0,0,0,2,3,0,0,0,0
8,3주,17~23,34주, 서구 백석동,2,13,0,0,0,6,0,0,2,0,0,0,0,0,0,1,4
8,3주,17~23,34주,중구 운남동 (영종도),7,70,0,0,0,6,0,0,0,0,8,30,24,0,2,0,0
8,3주,17~23,34주,강화 송해면 (숭뢰리),35,260,0,0,116,20,0,0,0,0,1,19,28,0,0,76,0
8,3주,17~23,34주,강화 송해면 (솔정리),12,167,0,0,33,12,1,0,2,0,7,59,5,0,0,48,0
8,3주,17~23,34주,강화 선원면 (금월리),7,61,0,0,14,3,0,0,0,0,0,33,0,0,0,11,0
8,3주,17~23,34주,강화 삼산면 (석모리),168,17,0,1,1,3,3,0,0,0,1,0,3,0,0,5,0
8,3주,17~23,34주,강화 교동면 (대룡리),37,252,0,0,64,78,3,0,0,0,11,16,48,0,0,32,0
8,3주,17~23,34주,강화 강화읍 (대산리),8,31,0,0,9,1,0,0,0,0,1,3,6,0,0,11,0
8,3주,17~23,34주,강화 강화읍 (월곳리),20,29,0,1,1,3,0,0,0,0,1,13,5,0,0,5,0
8,4주,24~30,35주,계양구 선주지동,92,91,0,4,14,14,10,0,0,0,12,11,6,0,0,20,0
8,4주,24~30,35주,부평구 부평동,3,18,0,0,0,15,1,0,0,0,0,0,2,0,0,0,0
8,4주,24~30,35주, 서구 연희동,1,4,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0
8,4주,24~30,35주, 서구 백석동,10,34,0,6,1,16,0,0,0,0,0,5,2,0,0,4,0
8,4주,24~30,35주,중구 운남동 (영종도),7,91,0,0,0,17,5,0,0,0,1,22,39,0,1,6,0
8,4주,24~30,35주,강화 송해면 (숭뢰리),26,134,0,0,31,8,3,0,0,0,1,9,22,0,0,60,0
8,4주,24~30,35주,강화 송해면 (솔정리),5,34,0,0,7,0,0,0,0,0,1,13,1,0,0,12,0
8,4주,24~30,35주,강화 선원면 (금월리),19,97,0,0,25,7,0,0,0,0,0,40,16,0,0,9,0
8,4주,24~30,35주,강화 삼산면 (석모리),607,55,0,0,1,17,0,0,0,0,3,7,10,0,0,17,0
8,4주,24~30,35주,강화 교동면 (대룡리),34,207,0,0,69,25,0,0,0,0,15,16,45,0,0,37,0
8,4주,24~30,35주,강화 강화읍 (대산리),12,22,0,0,4,1,1,0,0,0,0,12,3,0,0,1,0
8,4주,24~30,35주,강화 강화읍 (월곳리),32,35,0,1,5,3,2,0,0,0,0,18,0,0,0,6,0
9,1주,31~6,36주,계양구 선주지동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1주,31~6,36주,부평구 부평동,2,23,0,0,0,21,0,0,0,0,0,0,2,0,0,0,0
9,1주,31~6,36주, 서구 연희동,0,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
9,1주,31~6,36주, 서구 백석동,6,19,0,0,2,9,1,0,1,2,0,0,2,0,0,2,0
9,1주,31~6,36주,중구 운남동 (영종도),24,44,0,0,0,27,0,0,0,0,1,6,6,0,0,4,0
9,1주,31~6,36주,강화 송해면 (숭뢰리),9,97,0,0,17,3,0,0,0,0,0,3,0,0,0,74,0
9,1주,31~6,36주,강화 송해면 (솔정리),8,33,0,0,5,2,0,0,0,0,3,8,0,0,0,15,0
9,1주,31~6,36주,강화 선원면 (금월리),46,74,0,1,29,1,12,0,0,0,2,14,5,0,0,10,0
9,1주,31~6,36주,강화 삼산면 (석모리),341,35,0,0,0,0,15,0,0,0,2,2,10,0,0,6,0
9,1주,31~6,36주,강화 교동면 (대룡리),14,62,0,0,12,1,1,0,0,0,2,0,8,0,0,38,0
9,1주,31~6,36주,강화 강화읍 (대산리),13,5,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0
9,1주,31~6,36주,강화 강화읍 (월곳리),6,5,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0
9,2주,7~13,37주,계양구 선주지동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2주,7~13,37주,부평구 부평동,2,36,0,0,1,31,1,0,0,0,1,1,1,0,0,0,0
9,2주,7~13,37주, 서구 연희동,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
9,2주,7~13,37주, 서구 백석동,18,39,0,0,5,17,0,0,3,0,0,12,0,0,0,2,0
9,2주,7~13,37주,중구 운남동 (영종도),17,35,0,0,1,21,0,0,0,0,1,6,1,0,0,3,2
9,2주,7~13,37주,강화 송해면 (숭뢰리),113,91,0,0,17,19,6,0,0,0,1,3,3,0,0,42,0
9,2주,7~13,37주,강화 송해면 (솔정리),103,186,0,1,23,74,5,0,1,0,2,8,4,0,0,68,0
9,2주,7~13,37주,강화 선원면 (금월리),27,45,0,0,15,15,0,0,0,0,0,3,1,0,0,11,0
9,2주,7~13,37주,강화 삼산면 (석모리),97,27,0,0,3,7,11,0,0,0,1,0,2,0,0,3,0
9,2주,7~13,37주,강화 교동면 (대룡리),73,123,0,0,21,15,0,0,0,0,0,1,3,0,0,83,0
9,2주,7~13,37주,강화 강화읍 (대산리),12,26,0,0,2,14,1,0,0,0,0,0,4,0,0,5,0
9,2주,7~13,37주,강화 강화읍 (월곳리),83,33,0,0,4,12,5,0,0,0,0,7,0,0,0,5,0
9,3주,14~20,38주,계양구 선주지동,19,53,0,6,2,9,4,0,0,0,0,2,6,0,0,24,0
9,3주,14~20,38주,부평구 부평동,1,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
9,3주,14~20,38주, 서구 연희동,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
9,3주,14~20,38주, 서구 백석동,13,22,0,2,1,14,2,0,0,0,0,0,1,0,0,2,0
9,3주,14~20,38주,중구 운남동 (영종도),12,51,0,0,0,0,0,0,0,0,0,17,14,0,0,20,0
9,3주,14~20,38주,강화 송해면 (숭뢰리),42,124,0,1,4,15,0,0,0,0,0,8,0,0,0,96,0
9,3주,14~20,38주,강화 송해면 (솔정리),60,218,0,0,23,83,7,0,0,1,5,43,6,0,0,50,0
9,3주,14~20,38주,강화 선원면 (금월리),21,53,0,1,8,13,9,0,0,0,0,8,1,0,0,13,0
9,3주,14~20,38주,강화 삼산면 (석모리),218,36,0,2,0,20,3,0,0,0,1,2,2,0,0,6,0
9,3주,14~20,38주,강화 교동면 (대룡리),33,299,0,1,49,18,0,0,0,0,10,13,23,0,0,185,0
9,3주,14~20,38주,강화 강화읍 (대산리),6,16,0,0,3,7,0,0,0,0,0,0,5,0,0,1,0
9,3주,14~20,38주,강화 강화읍 (월곳리),48,22,0,0,3,8,0,0,0,0,0,4,2,0,0,5,0
9,4주,21~27,39주,계양구 선주지동,27,100,0,1,5,60,1,0,0,0,2,10,5,0,0,16,0
9,4주,21~27,39주,부평구 부평동,0,38,0,0,0,33,0,0,0,0,0,0,4,0,0,1,0
9,4주,21~27,39주, 서구 연희동,1,6,0,0,0,1,0,0,0,0,0,2,1,0,1,1,0
9,4주,21~27,39주, 서구 백석동,21,18,0,1,0,6,2,0,1,0,0,3,3,0,0,1,1
9,4주,21~27,39주,중구 운남동 (영종도),12,32,0,0,1,5,0,0,0,0,0,15,1,0,3,7,0
9,4주,21~27,39주,강화 송해면 (숭뢰리),9,44,0,0,3,7,0,0,0,0,1,2,4,0,0,27,0
9,4주,21~27,39주,강화 송해면 (솔정리),15,72,0,0,2,9,0,0,0,0,3,36,2,0,0,20,0
9,4주,21~27,39주,강화 선원면 (금월리),19,45,0,0,0,15,0,0,0,0,0,19,0,0,0,11,0
9,4주,21~27,39주,강화 삼산면 (석모리),42,18,0,0,0,11,0,0,0,0,0,0,1,0,0,6,0
9,4주,21~27,39주,강화 교동면 (대룡리),21,135,0,1,10,18,0,0,0,0,8,7,20,0,0,71,0
9,4주,21~27,39주,강화 강화읍 (대산리),6,10,0,0,1,6,0,0,0,0,0,0,3,0,0,0,0
9,4주,21~27,39주,강화 강화읍 (월곳리),17,10,0,0,1,5,0,0,0,0,0,3,1,0,0,0,0
9,5주,28~4,40주,계양구 선주지동,0,60,0,0,0,10,0,0,0,0,7,2,0,0,0,41,0
9,5주,28~4,40주,부평구 부평동,0,64,0,0,0,61,0,0,0,0,0,0,1,0,0,2,0
9,5주,28~4,40주, 서구 연희동,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
9,5주,28~4,40주, 서구 백석동,2,28,0,0,1,17,0,0,0,0,0,2,4,0,0,4,0
9,5주,28~4,40주,중구 운남동 (영종도),3,36,0,0,0,9,0,0,0,0,0,9,10,0,4,4,0
9,5주,28~4,40주,강화 송해면 (숭뢰리),5,33,0,0,4,6,0,0,0,0,0,2,0,0,0,21,0
9,5주,28~4,40주,강화 송해면 (솔정리),1,38,0,0,0,7,0,0,0,0,0,4,7,0,0,20,0
9,5주,28~4,40주,강화 선원면 (금월리),1,13,0,0,0,7,0,0,0,0,0,1,0,0,0,5,0
9,5주,28~4,40주,강화 삼산면 (석모리),19,6,0,0,0,1,0,0,0,0,0,1,2,0,0,2,0
9,5주,28~4,40주,강화 교동면 (대룡리),20,187,0,0,5,15,0,0,0,0,0,4,0,0,0,163,0
9,5주,28~4,40주,강화 강화읍 (대산리),0,9,0,0,0,4,0,0,0,0,0,0,3,0,0,2,0
9,5주,28~4,40주,강화 강화읍 (월곳리),0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
10,1주,5~11,41주,계양구 선주지동,6,73,0,0,3,28,0,0,0,0,0,1,5,0,0,36,0
10,1주,5~11,41주,부평구 부평동,1,74,0,0,0,72,0,0,0,0,0,0,0,0,0,2,0
10,1주,5~11,41주, 서구 연희동,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
10,1주,5~11,41주, 서구 백석동,1,23,0,0,2,16,0,0,0,0,0,1,4,0,0,0,0
10,1주,5~11,41주,중구 운남동 (영종도),0,42,0,0,1,22,0,0,0,0,0,0,0,0,0,19,0
10,1주,5~11,41주,강화 송해면 (숭뢰리),0,37,0,0,0,0,0,0,0,0,0,0,2,0,0,35,0
10,1주,5~11,41주,강화 송해면 (솔정리),1,27,0,0,0,4,0,0,0,0,1,1,2,0,0,19,0
10,1주,5~11,41주,강화 선원면 (금월리),0,22,0,0,0,15,0,0,0,0,0,0,1,0,0,6,0
10,1주,5~11,41주,강화 삼산면 (석모리),1,9,0,0,0,1,0,0,0,0,0,1,2,0,0,5,0
10,1주,5~11,41주,강화 교동면 (대룡리),8,124,0,0,1,18,0,0,0,0,0,3,8,0,0,94,0
10,1주,5~11,41주,강화 강화읍 (대산리),0,18,0,0,0,6,0,0,0,0,0,0,6,0,0,6,0
10,1주,5~11,41주,강화 강화읍 (월곳리),1,34,0,0,0,1,0,0,0,0,0,0,0,0,0,33,0
10,2주,12~18,42주,계양구 선주지동,1,62,0,0,4,56,0,0,0,0,0,0,1,0,0,1,0
10,2주,12~18,42주,부평구 부평동,0,89,0,0,0,87,0,0,0,0,0,0,2,0,0,0,0
10,2주,12~18,42주, 서구 연희동,0,10,0,0,1,8,0,0,0,0,0,0,1,0,0,0,0
10,2주,12~18,42주, 서구 백석동,0,14,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0
10,2주,12~18,42주,중구 운남동 (영종도),0,39,0,0,1,34,0,0,0,0,1,0,0,0,0,3,0
10,2주,12~18,42주,강화 송해면 (숭뢰리),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,2주,12~18,42주,강화 송해면 (솔정리),0,20,0,0,1,4,0,0,0,0,0,0,1,0,0,14,0
10,2주,12~18,42주,강화 선원면 (금월리),1,17,0,0,0,14,0,0,0,0,0,0,1,0,0,2,0
10,2주,12~18,42주,강화 삼산면 (석모리),0,16,0,2,0,7,0,0,0,0,0,1,2,0,0,4,0
10,2주,12~18,42주,강화 교동면 (대룡리),2,121,0,0,7,13,0,0,0,0,0,0,12,0,0,89,0
10,2주,12~18,42주,강화 강화읍 (대산리),3,13,0,0,0,10,0,0,0,0,0,0,2,0,0,1,0
10,2주,12~18,42주,강화 강화읍 (월곳리),5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
10,3주,19~25,43주,계양구 선주지동,0,45,0,0,1,40,0,0,0,0,0,0,0,0,0,4,0
10,3주,19~25,43주,부평구 부평동,1,48,0,0,1,47,0,0,0,0,0,0,0,0,0,0,0
10,3주,19~25,43주, 서구 연희동,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
10,3주,19~25,43주, 서구 백석동,1,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
10,3주,19~25,43주,중구 운남동 (영종도),0,41,0,0,1,34,0,0,0,0,0,0,5,0,0,1,0
10,3주,19~25,43주,강화 송해면 (숭뢰리),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,3주,19~25,43주,강화 송해면 (솔정리),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,3주,19~25,43주,강화 선원면 (금월리),1,14,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0
10,3주,19~25,43주,강화 삼산면 (석모리),1,4,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0
10,3주,19~25,43주,강화 교동면 (대룡리),0,35,0,0,6,13,0,0,0,0,1,0,6,0,0,9,0
10,3주,19~25,43주,강화 강화읍 (대산리),1,6,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0
10,3주,19~25,43주,강화 강화읍 (월곳리),1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
10,4주,26~1,44주,계양구 선주지동,1,58,0,0,1,56,0,0,0,0,0,0,1,0,0,0,0
10,4주,26~1,44주,부평구 부평동,0,75,0,0,2,73,0,0,0,0,0,0,0,0,0,0,0
10,4주,26~1,44주, 서구 연희동,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
10,4주,26~1,44주, 서구 백석동,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
10,4주,26~1,44주,중구 운남동 (영종도),0,48,0,0,0,47,0,0,0,0,0,0,0,0,0,1,0
10,4주,26~1,44주,강화 송해면 (숭뢰리),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,4주,26~1,44주,강화 송해면 (솔정리),0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
10,4주,26~1,44주,강화 선원면 (금월리),0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
10,4주,26~1,44주,강화 삼산면 (석모리),1,8,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0
10,4주,26~1,44주,강화 교동면 (대룡리),0,56,0,0,1,45,0,0,0,0,0,0,0,0,0,10,0
10,4주,26~1,44주,강화 강화읍 (대산리),0,11,0,0,1,9,0,0,0,0,0,0,0,0,0,1,0
10,4주,26~1,44주,강화 강화읍 (월곳리),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
