월,연중주수,채집장소,얼룩날개모기류,이나토미집모기,반점날개집모기,동양집모기,빨간집모기,작은빨간집모기,줄다리집모기,노랑늪모기,반점날개늪모기,흰줄숲모기,금빛숲모기,한국숲모기,토고숲모기,등줄숲모기,큰검정들모기,금빛어깨숲모기
8,35주,인천광역시 부평구 부평동,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
8,35주,인천광역시 서구 연희동,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
8,35주,인천광역시 서구 백석동,17,0,2,0,37,0,0,0,3,0,3,1,0,0,0,0
8,35주,인천광역시 중구 운남동 (영종도),83,0,0,0,15,0,0,0,0,0,9,1,0,0,3,0
8,35주,인천광역시 강화 송해면 (숭뢰리),113,0,1,11,20,23,0,0,0,0,32,0,0,0,6,0
8,35주,인천광역시 강화 송해면 (솔정리),87,0,1,4,28,4,0,0,0,0,136,1,0,0,8,0
8,35주,인천광역시 강화 선원면 (금월리),173,0,16,84,83,23,0,0,0,5,110,0,0,0,13,0
8,35주,인천광역시 강화 삼산면 (석모리),2369,0,0,1,344,0,0,0,0,0,42,1,0,0,7,0
8,35주,인천광역시 강화 교동면 (대룡리),60,0,0,4,11,1,0,0,0,0,0,0,0,0,6,0
8,35주,인천광역시 강화 강화읍 (대산리),33,0,4,7,15,0,0,0,0,0,25,1,0,0,1,0
8,35주,인천광역시 강화 강화읍 (월곳리),32,0,0,3,3,0,0,0,0,0,34,0,0,0,1,0
9,36주,인천광역시 계양구 선주지동,30,0,21,6,10,32,0,0,1,0,4,3,0,1,3,0
9,36주,인천광역시 부평구 부평동,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
9,36주,인천광역시 서구 연희동,8,0,0,0,6,11,0,0,0,0,1,1,0,0,0,0
9,36주,인천광역시 서구 백석동,33,0,27,2,66,13,0,2,0,0,0,4,0,0,0,0
9,36주,인천광역시 중구 운남동 (영종도),47,0,0,4,27,8,0,0,0,9,4,1,0,0,0,0
9,36주,인천광역시 강화 송해면 (숭뢰리),79,0,1,25,23,0,0,0,0,1,14,1,0,0,12,0
9,36주,인천광역시 강화 송해면 (솔정리),150,0,0,9,58,2,0,0,0,0,159,1,0,0,14,0
9,36주,인천광역시 강화 선원면 (금월리),72,0,0,31,31,3,0,0,0,5,48,3,0,0,27,0
9,36주,인천광역시 강화 삼산면 (석모리),1386,0,15,3,179,11,0,0,0,0,20,3,0,0,10,0
9,36주,인천광역시 강화 교동면 (대룡리),88,0,0,55,9,1,0,0,0,0,4,0,0,0,11,0
9,36주,인천광역시 강화 강화읍 (대산리),0,0,1,4,16,2,0,0,0,0,30,2,0,0,0,0
9,36주,인천광역시 강화 강화읍 (월곳리),82,0,3,8,29,4,0,0,0,0,104,1,0,0,2,0
9,37주,인천광역시 계양구 선주지동,19,0,2,1,40,0,0,0,0,11,28,3,0,0,8,0
9,37주,인천광역시 부평구 부평동,5,0,0,0,47,2,0,0,0,1,0,0,0,0,0,0
9,37주,인천광역시 서구 연희동,18,0,0,0,12,0,0,0,0,1,14,0,0,10,0,0
9,37주,인천광역시 서구 백석동,25,0,0,0,22,8,0,1,0,0,10,5,0,4,0,0
9,37주,인천광역시 중구 운남동 (영종도),9,0,1,0,3,0,0,0,0,1,9,0,0,6,1,0
9,37주,인천광역시 강화 송해면 (숭뢰리),36,0,0,8,2,6,0,0,0,0,12,0,0,0,10,0
9,37주,인천광역시 강화 송해면 (솔정리),107,0,0,2,29,1,0,0,0,1,172,1,0,0,9,0
9,37주,인천광역시 강화 선원면 (금월리),61,0,1,5,13,5,0,0,0,0,67,1,0,0,9,0
9,37주,인천광역시 강화 삼산면 (석모리),929,0,0,0,33,0,0,0,0,0,17,2,0,0,1,0
9,37주,인천광역시 강화 교동면 (대룡리),80,0,3,149,7,11,0,0,0,0,27,11,0,0,34,0
9,37주,인천광역시 강화 강화읍 (대산리),25,0,2,3,11,1,0,0,0,1,23,0,0,0,3,0
9,37주,인천광역시 강화 강화읍 (월곳리),81,0,0,4,26,0,0,0,0,0,61,0,0,0,1,0
9,38주,인천광역시 계양구 선주지동,11,0,11,2,21,76,0,1,0,15,18,3,0,1,3,0
9,38주,인천광역시 부평구 부평동,0,0,0,1,22,1,0,0,0,0,0,0,0,0,0,0
9,38주,인천광역시 서구 연희동,5,0,0,3,10,14,0,0,0,2,8,1,0,66,0,0
9,38주,인천광역시 서구 백석동,2,0,0,2,16,26,0,0,0,0,4,1,0,19,0,4
9,38주,인천광역시 중구 운남동 (영종도),18,0,0,2,36,10,0,0,0,7,76,9,0,161,2,0
9,38주,인천광역시 강화 송해면 (숭뢰리),10,0,0,0,2,1,0,0,0,0,4,4,0,0,27,0
9,38주,인천광역시 강화 송해면 (솔정리),44,0,0,3,12,7,0,0,0,0,151,2,0,0,6,0
9,38주,인천광역시 강화 선원면 (금월리),8,0,3,1,5,5,0,0,0,4,22,1,0,0,8,0
9,38주,인천광역시 강화 삼산면 (석모리),169,0,0,0,16,85,0,0,0,0,24,0,0,0,3,0
9,38주,인천광역시 강화 교동면 (대룡리),3,0,0,4,1,1,0,0,0,2,6,1,0,0,12,0
9,38주,인천광역시 강화 강화읍 (대산리),8,0,0,3,2,2,0,0,0,0,33,4,0,0,1,0
9,38주,인천광역시 강화 강화읍 (월곳리),3,0,0,2,1,2,0,0,0,0,40,1,0,0,1,0
9,39주,인천광역시 계양구 선주지동,5,0,3,1,23,7,0,0,0,5,1,6,0,0,4,0
9,39주,인천광역시 부평구 부평동,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
9,39주,인천광역시 서구 연희동,12,0,0,0,23,14,0,0,0,1,2,3,0,55,0,0
9,39주,인천광역시 서구 백석동,6,0,18,1,46,2,0,0,0,0,0,2,0,0,1,0
9,39주,인천광역시 중구 운남동 (영종도),6,0,0,0,46,1,0,0,0,0,12,5,0,33,0,0
9,39주,인천광역시 강화 송해면 (숭뢰리),2,0,0,0,2,0,0,0,0,0,1,2,0,0,34,0
9,39주,인천광역시 강화 송해면 (솔정리),8,0,0,0,26,0,0,0,0,0,7,0,0,0,9,0
9,39주,인천광역시 강화 선원면 (금월리),5,0,0,0,4,3,0,0,0,0,4,0,0,0,13,0
9,39주,인천광역시 강화 삼산면 (석모리),28,0,0,0,13,0,0,0,0,0,12,0,0,0,1,0
9,39주,인천광역시 강화 교동면 (대룡리),3,0,0,3,0,0,0,0,0,0,2,0,0,1,14,0
9,39주,인천광역시 강화 강화읍 (대산리),4,0,2,0,5,3,0,0,0,0,5,3,0,0,2,0
9,39주,인천광역시 강화 강화읍 (월곳리),0,0,0,1,2,2,0,0,0,0,4,0,0,0,1,0
10,40주,인천광역시 계양구 선주지동,0,0,0,0,29,0,0,0,0,0,0,2,0,0,7,0
10,40주,인천광역시 부평구 부평동,0,0,0,1,68,0,0,0,0,0,0,0,0,0,0,0
10,40주,인천광역시 서구 연희동,1,0,0,1,29,1,0,0,0,0,2,1,0,16,0,1
10,40주,인천광역시 서구 백석동,3,0,0,7,26,5,0,0,0,0,0,3,0,11,0,1
10,40주,인천광역시 중구 운남동 (영종도),3,0,1,0,37,0,0,0,0,0,3,5,0,9,1,0
10,40주,인천광역시 강화 송해면 (숭뢰리),0,0,0,1,0,0,0,0,0,0,0,5,0,0,7,0
10,40주,인천광역시 강화 송해면 (솔정리),3,0,0,0,8,0,0,0,0,0,0,1,0,1,5,0
10,40주,인천광역시 강화 선원면 (금월리),3,0,0,1,4,0,0,0,0,0,2,0,0,0,15,0
10,40주,인천광역시 강화 삼산면 (석모리),11,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0
10,40주,인천광역시 강화 교동면 (대룡리),2,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0
10,40주,인천광역시 강화 강화읍 (대산리),3,0,0,1,3,0,0,0,0,0,1,2,0,0,3,0
10,40주,인천광역시 강화 강화읍 (월곳리),0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0
10,41주,인천광역시 계양구 선주지동,1,0,2,3,10,0,0,0,0,0,0,0,0,0,2,0
10,41주,인천광역시 부평구 부평동,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0
10,41주,인천광역시 서구 연희동,3,0,0,0,24,0,0,0,0,0,0,0,0,1,0,0
10,41주,인천광역시 서구 백석동,0,0,0,1,17,4,0,0,0,0,0,0,0,1,0,0
10,41주,인천광역시 중구 운남동 (영종도),1,0,0,0,31,0,0,0,0,0,3,1,0,1,0,0
10,41주,인천광역시 강화 송해면 (숭뢰리),6,0,0,0,0,0,0,0,0,0,0,2,0,0,13,0
10,41주,인천광역시 강화 송해면 (솔정리),2,0,1,0,14,2,0,0,0,0,2,3,0,0,10,0
10,41주,인천광역시 강화 선원면 (금월리),0,0,0,0,8,2,0,0,0,0,2,1,0,0,8,0
10,41주,인천광역시 강화 삼산면 (석모리),18,0,0,0,2,0,0,0,0,0,3,0,0,0,1,0
10,41주,인천광역시 강화 교동면 (대룡리),1,0,0,11,7,0,0,0,0,1,1,0,0,1,18,0
10,41주,인천광역시 강화 강화읍 (대산리),1,0,0,1,4,0,0,0,0,0,2,1,0,0,1,0
10,41주,인천광역시 강화 강화읍 (월곳리),1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10,42주,인천광역시 계양구 선주지동,1,0,0,2,32,1,0,0,0,0,0,0,0,0,1,0
10,42주,인천광역시 부평구 부평동,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0
10,42주,인천광역시 서구 연희동,0,0,0,1,18,0,0,0,0,0,0,0,0,2,0,0
10,42주,인천광역시 서구 백석동,0,0,0,1,7,0,0,0,0,0,0,1,0,2,0,0
10,42주,인천광역시 중구 운남동 (영종도),0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
10,42주,인천광역시 강화 송해면 (숭뢰리),0,0,0,1,6,0,0,0,0,0,1,1,0,0,2,0
10,42주,인천광역시 강화 송해면 (솔정리),1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
10,42주,인천광역시 강화 선원면 (금월리),0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0
10,42주,인천광역시 강화 삼산면 (석모리),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,42주,인천광역시 강화 교동면 (대룡리),1,0,0,6,8,0,0,0,0,0,0,0,0,0,2,0
10,42주,인천광역시 강화 강화읍 (대산리),0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
10,42주,인천광역시 강화 강화읍 (월곳리),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10,43주,인천광역시 계양구 선주지동,1,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0
10,43주,인천광역시 부평구 부평동,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0
10,43주,인천광역시 서구 연희동,1,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0
10,43주,인천광역시 서구 백석동,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
10,43주,인천광역시 중구 운남동 (영종도),1,0,0,0,19,0,0,0,0,0,1,0,0,1,0,0
10,43주,인천광역시 강화 송해면 (숭뢰리),1,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0
10,43주,인천광역시 강화 송해면 (솔정리),0,0,0,3,31,0,0,0,0,0,0,0,0,0,7,0
10,43주,인천광역시 강화 선원면 (금월리),0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0
10,43주,인천광역시 강화 삼산면 (석모리),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,43주,인천광역시 강화 교동면 (대룡리),2,0,0,5,9,0,0,0,0,0,0,0,0,0,1,0
10,43주,인천광역시 강화 강화읍 (대산리),2,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0
10,43주,인천광역시 강화 강화읍 (월곳리),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,44주,인천광역시 계양구 선주지동,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
11,44주,인천광역시 부평구 부평동,0,0,0,0,16,0,0,0,0,0,0,0,0,0,1,0
11,44주,인천광역시 서구 연희동,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
11,44주,인천광역시 서구 백석동,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
11,44주,인천광역시 중구 운남동 (영종도),0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
11,44주,인천광역시 강화 송해면 (숭뢰리),0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0
11,44주,인천광역시 강화 송해면 (솔정리),1,0,0,2,18,0,0,0,0,0,0,0,0,0,2,0
11,44주,인천광역시 강화 선원면 (금월리),0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
11,44주,인천광역시 강화 삼산면 (석모리),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,44주,인천광역시 강화 교동면 (대룡리),0,0,0,1,17,0,0,0,0,0,0,0,0,0,1,0
11,44주,인천광역시 강화 강화읍 (대산리),1,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0
11,44주,인천광역시 강화 강화읍 (월곳리),0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
